db_id,room_label,noise_type,TotalUsedMem_mean,TotalUsedMem_std,TotalUsedMem_max,TotalUsedMem_min,TotalUsedMem_median,CpuUtil_mean,CpuUtil_std,CpuUtil_max,CpuUtil_min,CpuUtil_median,GpuUtil_mean,GpuUtil_std,GpuUtil_max,GpuUtil_min,GpuUtil_median,BatteryMicroAmps_mean,BatteryMicroAmps_std,BatteryMicroAmps_max,BatteryMicroAmps_min,BatteryMicroAmps_median,BatteryTemp_mean,BatteryTemp_std,BatteryTemp_max,BatteryTemp_min,BatteryTemp_median,BatteryLevel_mean,BatteryLevel_std,BatteryLevel_max,BatteryLevel_min,BatteryLevel_median,BatteryVoltageMv_mean,BatteryVoltageMv_std,BatteryVoltageMv_max,BatteryVoltageMv_min,BatteryVoltageMv_median,AvgFPS_mean,AvgFPS_std,AvgFPS_max,AvgFPS_min,AvgFPS_median,WorstFrameMs_mean,WorstFrameMs_std,WorstFrameMs_max,WorstFrameMs_min,WorstFrameMs_median,BestFrameMs_mean,BestFrameMs_std,BestFrameMs_max,BestFrameMs_min,BestFrameMs_median,MainThreadMs_mean,MainThreadMs_std,MainThreadMs_max,MainThreadMs_min,MainThreadMs_median,GCAllocRate_mean,GCAllocRate_std,GCAllocRate_max,GCAllocRate_min,GCAllocRate_median,FrameTimeStdDev_mean,FrameTimeStdDev_std,FrameTimeStdDev_max,FrameTimeStdDev_min,FrameTimeStdDev_median,CpuClockFreq_mean,CpuClockFreq_std,CpuClockFreq_max,CpuClockFreq_min,CpuClockFreq_median,WorstFrameMs_range,CpuUtil_range
45,conference,1.0,146343064.74725273,285193.90282068355,146985251,145874878,146385316.0,0.1684087912087912,0.00930857010563263,0.1852,0.1514,0.1663,0.35292747252747253,0.015111210451803003,0.3679,0.3239,0.3593,-2763133.4395604394,204906.3329921591,-2333553,-3136674,-2758002.0,55.0,0.0,55.0,55.0,55.0,0.08,0.0,0.08,0.08,0.08,3466.153846153846,14.51200505093243,3500,3460,3460.0,72.01208791208792,0.45474661194392735,73.21,71.09,72.06,15.683076923076923,0.8961146904618503,21.89,14.25,15.54,12.17769230769231,0.7859687255908072,13.24,6.46,12.25,13.871092307692306,0.5385507974041217,15.1663,12.8359,13.8823,0.0,0.0,0,0,0.0,0.0010092307692307692,0.00039950764356261976,0.004082,0.000334,0.000992,1920000.0,0.0,1920000,1920000,1920000.0,7.640000000000001,0.0338
46,conference,1.0,146043663.76923078,295245.04173450544,146715061,145540012,146049208.0,0.16875824175824175,0.010552662285825382,0.1965,0.1512,0.1702,0.34422527472527475,0.011636585919767533,0.359,0.3227,0.3446,-2779440.263736264,210015.58983010106,-2469055,-3248737,-2787300.0,54.0,0.0,54.0,54.0,54.0,0.08,0.0,0.08,0.08,0.08,3467.8571428571427,5.596767774689865,3471,3458,3471.0,72.00857142857143,0.4634354118454708,73.17,70.91,72.0,15.71879120879121,0.9477562217795547,22.1,14.43,15.55,12.253296703296703,0.8812012696629967,13.18,6.04,12.42,13.936447252747252,0.5285153861611176,14.856,12.8341,13.9996,0.0,0.0,0,0,0.0,0.0010136043956043956,0.0004333541758864704,0.004266,0.000555,0.000982,1920000.0,0.0,1920000,1920000,1920000.0,7.670000000000002,0.04530000000000001
47,conference,2.0,146144865.05555555,276023.9036553113,146639818,145698834,146160720.0,0.17018111111111112,0.009268611939815301,0.1881,0.1523,0.1684,0.3157111111111111,0.009077140623435778,0.3317,0.2987,0.31535,-2778233.8444444444,206747.46682099125,-2367978,-3289021,-2768989.0,55.0,0.0,55.0,55.0,55.0,0.07,0.0,0.07,0.07,0.07,3454.0,0.0,3454,3454,3454.0,71.99855555555555,0.40375919264203264,73.93,70.75,72.02,15.705222222222222,0.8432550999226562,21.19,14.52,15.655000000000001,12.159777777777778,0.868574937453605,13.24,6.26,12.24,13.819496666666666,0.5827672053288017,14.9205,12.6148,13.7761,682.6666666666666,6476.34464802484,61440,0,0.0,0.001032177777777778,0.0004132084540119144,0.003958,0.000443,0.0010265,1920000.0,0.0,1920000,1920000,1920000.0,6.670000000000002,0.0358
48,conference,2.0,146037933.1098901,303875.02823817503,146665601,145554128,146022770.0,0.17242527472527472,0.010114814145670958,0.1962,0.1609,0.1726,0.3159065934065934,0.005591894971947259,0.3257,0.3057,0.3163,-2745124.318681319,208411.38448867472,-2330990,-3228961,-2730536.0,54.0,0.0,54.0,54.0,54.0,0.07,0.0,0.07,0.07,0.07,3473.285714285714,0.7037315505491158,3475,3473,3473.0,72.00527472527472,0.37015414404554425,73.15,71.04,71.96,15.678791208791209,1.0106145931668788,22.11,14.43,15.49,12.098791208791209,0.9763604015421941,13.27,5.48,12.31,14.034053846153846,0.5525528753597938,15.3899,12.6724,14.1584,675.1648351648352,6440.662036819465,61440,0,0.0,0.0010374725274725275,0.00048701070808805614,0.004456,0.000374,0.000985,1920000.0,0.0,1920000,1920000,1920000.0,7.68,0.035300000000000026
49,conference,0.0,144222785.7802198,177710.9236900568,144550324,143919604,144215252.0,0.15165934065934067,0.012454575045357422,0.1854,0.141,0.1472,0.30055604395604396,0.0007499938949690613,0.3019,0.2991,0.3006,-2308408.901098901,177825.5552570837,-2018604,-2967114,-2275691.0,41.0,0.0,41.0,41.0,41.0,0.91,0.0,0.91,0.91,0.91,4037.4285714285716,12.976168632572163,4086,4034,4034.0,72.00626373626373,0.2944020242670755,73.28,70.82,71.97,15.729010989010987,0.9490276368122562,23.54,14.57,15.57,12.125054945054947,0.9606090355444918,13.13,4.23,12.25,13.849421978021978,0.38163541263654516,14.9552,12.9247,13.818,675.1648351648352,6440.662036819466,61440,0,0.0,0.0009643516483516483,0.0004781639972883866,0.004981,0.000451,0.000891,1920000.0,0.0,1920000,1920000,1920000.0,8.969999999999999,0.04440000000000002
50,conference,0.0,144081788.02197802,184245.3745302768,144501660,143774452,144084091.0,0.14074945054945054,0.00714186987072052,0.1488,0.1258,0.1429,0.2956846153846154,0.0019115975330087547,0.2984,0.2937,0.2951,-2274088.846153846,171086.84218800973,-1905442,-2735297,-2272395.0,41.0,0.0,41.0,41.0,41.0,0.91,0.0,0.91,0.91,0.91,4091.1428571428573,6.526137923035127,4098,4085,4085.0,72.01,0.36763810708056166,72.83,71.21,72.09,15.666153846153845,0.8526204955322793,21.43,14.39,15.6,12.101208791208792,0.7677743232730639,13.08,6.34,12.18,13.942040659340659,0.45011684531859086,15.0106,13.0996,13.9021,675.1648351648352,6440.662036819466,61440,0,0.0,0.0009604615384615384,0.00040159535487830164,0.003974,0.000339,0.000918,1920000.0,0.0,1920000,1920000,1920000.0,7.039999999999999,0.022999999999999993
51,conference,1.0,145033013.6153846,184324.857657382,145506595,144711184,145034709.0,0.16115604395604397,0.012594912630734038,0.1842,0.1461,0.1567,0.3206,0.002324650511367239,0.3252,0.3161,0.3198,-2299724.3076923075,167269.20158572684,-1934007,-2862009,-2285579.0,42.0,0.0,42.0,42.0,42.0,0.91,0.0,0.91,0.91,0.91,4085.835164835165,3.012063656785877,4089,4083,4083.0,72.00351648351648,0.38693488865519376,74.52,70.95,71.99,15.713076923076924,0.8137371843096555,20.87,14.61,15.57,12.15230769230769,0.8321392470588839,13.27,6.07,12.26,13.92805824175824,0.44041668629856384,15.197,12.9686,13.8696,0.0,0.0,0,0,0.0,0.0010044395604395604,0.0003994295712858306,0.003921,0.000479,0.000966,1920000.0,0.0,1920000,1920000,1920000.0,6.260000000000002,0.038099999999999995
52,conference,1.0,145048817.2857143,201773.024802797,145465630,144721022,145024484.0,0.17204285714285716,0.025772643303649388,0.2551,0.1543,0.1645,0.3213087912087912,0.01586181051983137,0.3752,0.3107,0.3177,-2393186.813186813,260572.2932386374,-2084158,-3516810,-2350033.0,43.0,0.0,43.0,43.0,43.0,0.9,0.0,0.9,0.9,0.9,4071.4725274725274,1.3608874501641917,4072,4068,4072.0,72.02538461538462,0.4204185948216314,73.75,70.87,71.98,15.823846153846155,0.9273687618810657,21.55,14.52,15.68,12.148681318681318,0.888884705423611,13.4,7.39,12.36,13.822782417582417,0.5490387813854333,15.1332,12.4552,13.8121,675.1648351648352,6440.662036819466,61440,0,0.0,0.0010565714285714286,0.0004618536117972433,0.003914,0.000396,0.000977,1920000.0,0.0,1920000,1920000,1920000.0,7.030000000000001,0.1008
53,conference,2.0,145082532.13186812,192830.79203932505,145500913,144719654,145070592.0,0.1583208791208791,0.005712219192874881,0.1688,0.1409,0.158,0.3314901098901099,0.01466062796097125,0.3565,0.3017,0.3317,-2355812.263736264,173477.48385634855,-2049733,-2944408,-2316707.0,43.0,0.0,43.0,43.0,43.0,0.8899999999999999,0.0,0.89,0.89,0.89,4070.5934065934066,0.4939190662005774,4071,4070,4071.0,72.01351648351648,0.42389037793166806,73.58,71.06,71.96,15.681758241758242,0.9610533496656373,22.33,14.32,15.63,12.105824175824177,0.8626317173936279,13.23,6.03,12.16,13.933347252747254,0.5713584718974907,15.0082,12.7336,13.9244,0.0,0.0,0,0,0.0,0.001022978021978022,0.00045338337905186636,0.004352,0.00044,0.001017,1920000.0,0.0,1920000,1920000,1920000.0,8.009999999999998,0.027900000000000008
54,conference,2.0,145030688.48351648,198631.040458058,145486972,144711956,145002858.0,0.15837252747252747,0.0103678248649267,0.1765,0.1424,0.156,0.32934725274725274,0.001990887052956859,0.3349,0.3263,0.329,-2308276.1428571427,159973.93340719066,-1977588,-2790596,-2279719.0,43.0,0.0,43.0,43.0,43.0,0.8899999999999999,0.0,0.89,0.89,0.89,4058.2417582417584,11.817445352190981,4075,4050,4050.0,72.00582417582417,0.447320580876514,73.88,71.06,71.98,15.719780219780219,0.7619798452014889,20.85,14.69,15.67,12.085494505494506,0.7719344585538387,13.42,6.67,12.13,13.965485714285716,0.6044091962995173,15.2157,12.4794,13.9976,675.1648351648352,6440.662036819466,61440,0,0.0,0.0010401648351648352,0.00036602444556299064,0.003779,0.000442,0.001034,1920000.0,0.0,1920000,1920000,1920000.0,6.160000000000002,0.03409999999999999
55,lab,0.0,145132673.65934065,300148.36476687127,145670260,144645508,145169115.0,0.15760109890109888,0.009603338476285722,0.1711,0.1457,0.1608,0.28572527472527476,0.007020123351347309,0.3501,0.2826,0.285,-2403940.043956044,233744.43873246168,-2037281,-3183550,-2341976.0,49.0,0.0,49.0,49.0,49.0,0.78,0.0,0.78,0.78,0.78,3954.3076923076924,3.424397133291614,3957,3950,3957.0,72.02868131868132,0.3224186677501738,73.32,71.45,72.03,15.693516483516483,0.9060615304423302,21.98,14.54,15.49,12.12901098901099,0.8669128559883627,13.05,6.29,12.41,13.857575824175825,0.43957808744816995,14.9277,12.3045,13.8741,0.0,0.0,0,0,0.0,0.0009904945054945056,0.0004484673745999658,0.004165,0.000457,0.000851,1920000.0,0.0,1920000,1920000,1920000.0,7.440000000000001,0.025400000000000006
56,lab,0.0,146248856.35164836,317766.31637225783,146831864,145734352,146262420.0,0.17243186813186814,0.00582286449402276,0.1842,0.1572,0.1728,0.29075604395604393,0.001984731092404588,0.2945,0.2882,0.2899,-2377721.1208791207,192375.54649272378,-2038380,-2993848,-2312679.0,49.05494505494506,1.0040212189284685,50.0,48.0,50.0,0.7753846153846154,0.005012804118276,0.78,0.77,0.78,3944.934065934066,3.9237232822415695,3948,3921,3946.0,72.00879120879121,0.43504236106597316,73.92,71.22,72.02,15.76978021978022,0.910600507628502,21.14,14.24,15.74,12.133516483516484,0.9086685908837215,13.28,6.82,12.31,13.920293406593405,0.4885461294726531,14.7604,12.9108,13.9985,0.0,0.0,0,0,0.0,0.0010416923076923077,0.0004363588913397802,0.003918,0.00035,0.000963,1920000.0,0.0,1920000,1920000,1920000.0,6.9,0.026999999999999996
57,lab,1.0,146020375.6,316731.0743306208,146604199,145513432,146025096.0,0.17743,0.012162056024438168,0.2039,0.1605,0.1784,0.29419,0.004533571402649512,0.2988,0.2854,0.29595,-2373227.1333333333,181129.80952041922,-2047902,-2772651,-2335384.0,48.0,0.0,48.0,48.0,48.0,0.77,0.0,0.77,0.77,0.77,3933.3555555555554,3.412834701406754,3936,3929,3936.0,72.00322222222222,0.4928746855747411,73.54,71.02,72.02,15.74888888888889,0.8950543821836565,21.81,14.34,15.65,12.163777777777778,0.8320349735758912,13.22,6.42,12.335,13.86638,0.6400895871637856,15.4733,12.5081,13.80995,682.6666666666666,6476.344648024841,61440,0,0.0,0.001046588888888889,0.0004251137559443748,0.004186,0.000326,0.000982,1920000.0,0.0,1920000,1920000,1920000.0,7.469999999999999,0.043399999999999994
59,lab,1.0,146119726.13186812,315490.2141879405,146680864,145598554,146149250.0,0.17311538461538462,0.010947084067122602,0.1914,0.1576,0.1744,0.2995186813186813,0.005438829777890574,0.3078,0.2925,0.3006,-2346363.043956044,161023.91239122162,-1985644,-2694646,-2322933.0,48.0,0.0,48.0,48.0,48.0,0.75,0.0,0.75,0.75,0.75,3927.3076923076924,2.41151085740555,3928,3919,3928.0,72.01417582417582,0.48527670442076676,73.59,70.69,72.05,15.747802197802198,0.953058004761285,22.33,14.6,15.58,12.114835164835165,0.8253044726205432,13.09,6.35,12.32,13.855074725274724,0.6667791269467485,15.3965,12.3175,13.9288,0.0,0.0,0,0,0.0,0.0010562197802197802,0.00043926405124424493,0.004356,0.000567,0.001039,1920000.0,0.0,1920000,1920000,1920000.0,7.729999999999999,0.0338
60,lab,2.0,145992284.87777779,304543.6303133543,146545954,145512160,146010728.0,0.16739888888888887,0.006633122444090878,0.1763,0.1571,0.16715,0.2976722222222222,0.0038817645639370986,0.3042,0.291,0.2973,-2337618.3444444444,169603.04911672143,-2058156,-2765693,-2326778.0,47.43333333333333,0.4983117565757047,48.0,47.0,47.0,0.75,0.0,0.75,0.75,0.75,3896.9,4.484805809181103,3902,3893,3893.0,71.99977777777778,0.4047914646304965,73.83,71.03,71.97999999999999,15.708555555555556,0.7335193924676376,20.05,14.69,15.58,12.218111111111112,0.7619562263584386,13.32,6.83,12.364999999999998,13.886522222222222,0.5095703267730476,14.9402,12.7393,13.8238,0.0,0.0,0,0,0.0,0.0010037444444444443,0.0003478793721292753,0.003489,0.0005,0.000964,1920000.0,0.0,1920000,1920000,1920000.0,5.360000000000001,0.019200000000000023
61,lab,2.0,146063727.4888889,316878.5462480196,146628356,145552886,146072747.0,0.17193,0.00932264911475564,0.1836,0.1467,0.1709,0.3105988888888889,0.020282429959048213,0.3529,0.2943,0.3015,-2428025.933333333,221076.4307585995,-2067678,-2993116,-2411924.0,47.077777777777776,0.269321985892155,48.0,47.0,47.0,0.74,0.0,0.74,0.74,0.74,3900.222222222222,3.505301852003438,3907,3893,3901.0,71.99255555555555,0.3796377963657779,73.08,71.17,71.99,15.757555555555557,0.9520071181764751,22.05,14.55,15.625,12.085333333333335,0.8867326719258041,13.27,6.03,12.08,13.89823111111111,0.5857377818901415,15.738,12.5692,13.908,0.0,0.0,0,0,0.0,0.0010559666666666667,0.00043469174018925637,0.00421,0.000403,0.0010025,1920000.0,0.0,1920000,1920000,1920000.0,7.5,0.036900000000000016
63,hallway,0.0,144132369.46153846,201743.6455115664,144568500,143749972,144111924.0,0.13227582417582417,0.007148680385751704,0.1462,0.1183,0.1298,0.2585340659340659,0.0021175572814090913,0.2637,0.257,0.2577,-2388305.2967032967,181265.8383423206,-2089285,-2803414,-2365048.0,47.0,0.0,47.0,47.0,47.0,0.66,0.0,0.66,0.66,0.66,3811.978021978022,4.294642714354343,3816,3806,3814.0,72.00758241758243,0.2529881009908945,73.42,71.5,71.98,15.62120879120879,0.7173590998545135,21.17,14.47,15.56,12.302417582417583,0.7173862134464108,13.38,6.75,12.41,13.829686813186814,0.2639735231709552,14.5305,13.0401,13.8406,0.0,0.0,0,0,0.0,0.0008931428571428571,0.00034636106951588903,0.003736,0.000347,0.000835,1920000.0,0.0,1920000,1920000,1920000.0,6.700000000000001,0.027899999999999994
64,hallway,0.0,144759213.13186812,181099.51631313394,145091748,144452836,144757732.0,0.18542967032967037,0.009852010449147418,0.2018,0.1704,0.1816,0.2589758241758242,0.00041775608495886197,0.2594,0.2581,0.2592,-2578196.2747252746,170389.74935685052,-2185234,-2970410,-2570131.0,50.0,0.0,50.0,50.0,50.0,0.6437362637362637,0.004864463347894026,0.65,0.64,0.64,3777.032967032967,7.876054496525767,3787,3768,3778.0,72.0021978021978,0.2190017868917566,73.46,71.4,71.98,15.257362637362638,0.9562168921383603,23.47,14.41,15.11,12.570109890109888,0.9693371096963286,13.24,4.28,12.7,14.072892307692307,0.21756923098982597,14.6892,13.5214,14.0452,675.1648351648352,6440.662036819466,61440,0,0.0,0.0007384725274725275,0.0004773146723693884,0.004917,0.000401,0.000658,2054400.0,0.0,2054400,2054400,2054400.0,9.059999999999999,0.03140000000000001
65,hallway,1.0,145116994.74725273,198753.79749499168,145537308,144726646,145092982.0,0.2064175824175824,0.011011202310037538,0.2261,0.1892,0.2046,0.27427362637362634,0.003939848704507248,0.2883,0.2696,0.2738,-2610934.824175824,196464.34803018154,-2214532,-3205523,-2591006.0,50.0,0.0,50.0,50.0,50.0,0.64,0.0,0.64,0.64,0.64,3789.4175824175823,4.802929508969719,3791,3775,3791.0,72.00846153846155,0.339437191299962,73.27,71.33,72.0,15.367802197802199,0.7096052144957506,20.03,14.31,15.26,12.377362637362637,0.6714277245208071,13.31,7.72,12.48,13.936527472527471,0.4720796717282968,14.7298,12.8167,13.9392,0.0,0.0,0,0,0.0,0.0008564395604395605,0.00031591173903802126,0.003154,0.000368,0.0008,2054400.0,0.0,2054400,2054400,2054400.0,5.720000000000001,0.03689999999999999
66,hallway,1.0,144681976.53846154,248306.6935515957,145213907,144173368,144714470.0,0.202067032967033,0.09338901202906884,0.4404,0.1499,0.1622,0.2734395604395604,0.0036369058620047425,0.2778,0.2668,0.2735,-2585307.5164835164,297195.12432333664,-2069509,-3492273,-2562441.0,50.0,0.0,50.0,50.0,50.0,0.63,0.0,0.63,0.63,0.63,3790.3846153846152,7.0281485324993715,3797,3783,3797.0,72.01604395604396,0.5728231821831217,75.55,69.49,72.01,15.733956043956043,0.8327876601723201,21.1,14.5,15.71,12.147912087912088,0.7933186504012627,13.1,6.69,12.29,13.956858241758242,0.6286383431346648,17.2848,12.811,13.9394,17104.175824175825,163163.43826609314,1556480,0,0.0,0.0010135274725274724,0.00039200570689324697,0.003814,0.000491,0.000995,1920000.0,0.0,1920000,1920000,1920000.0,6.600000000000001,0.2905
67,hallway,2.0,144653737.8791209,199286.55156558566,145078595,144200768,144631400.0,0.14577802197802198,0.014082469813351477,0.1787,0.1244,0.1428,0.279645054945055,0.00904315903181663,0.3026,0.2689,0.2774,-2489498.659340659,209428.7864784283,-2127005,-3013258,-2470886.0,49.0,0.0,49.0,49.0,49.0,0.62,0.0,0.62,0.62,0.62,3767.846153846154,17.61118525692828,3790,3754,3754.0,72.01054945054945,0.35346966752580916,72.92,70.89,72.01,15.667472527472528,0.9388333107362485,22.01,14.05,15.54,12.195384615384615,0.8620367454043654,13.37,6.35,12.41,13.91066153846154,0.5804474744672293,15.0189,12.4042,13.9469,0.0,0.0,0,0,0.0,0.0009949340659340658,0.00042969495128515427,0.004121,0.000201,0.000935,1920000.0,0.0,1920000,1920000,1920000.0,7.960000000000001,0.0543
68,hallway,2.0,144671724.53846154,204008.09328608363,145096032,144232564,144663524.0,0.1462802197802198,0.00834195846682726,0.1582,0.1356,0.1509,0.2894648351648352,0.014604606378554928,0.3109,0.2672,0.2938,-2512985.0659340657,244317.02689196452,-2043507,-3129349,-2466491.0,49.0,0.0,49.0,49.0,49.0,0.62,0.0,0.62,0.62,0.62,3755.703296703297,16.539175382839417,3777,3743,3743.0,72.01043956043956,0.3536473827224956,73.11,71.25,71.99,15.607032967032968,0.8430678033962162,21.67,14.3,15.55,12.27054945054945,0.8493479363440622,13.3,6.36,12.39,13.866774725274727,0.5125320149552518,14.9818,12.6623,13.9106,18049.406593406595,165793.27390873636,1581056,0,0.0,0.0009510879120879121,0.0004065911035904813,0.003993,0.000375,0.000925,1920000.0,0.0,1920000,1920000,1920000.0,7.370000000000001,0.02260000000000001
69,kitchen,0.0,144545023.4065934,269636.79280002246,145092596,143989595,144556660.0,0.20988131868131868,0.07771549239528601,0.4098,0.1456,0.1963,0.348854945054945,0.028917354511458958,0.4306,0.3323,0.337,-2806178.395604396,277622.3556331265,-2335751,-3702484,-2826852.0,53.0,0.0,53.0,53.0,53.0,0.48,0.0,0.48,0.48,0.48,3621.285714285714,3.634054100636266,3627,3619,3619.0,72.00835164835165,0.5627102347592482,75.07,69.9,71.98,15.802087912087913,0.818925470063623,21.02,14.2,15.74,12.067032967032967,0.8024912522963786,13.42,7.01,12.19,13.911886813186813,0.4915461737571426,16.5944,12.3031,13.9179,0.0,0.0,0,0,0.0,0.0010005384615384616,0.0004124344340536595,0.003688,0.000244,0.000925,1920000.0,0.0,1920000,1920000,1920000.0,6.82,0.2642
70,kitchen,0.0,144791865.7912088,299629.8432194282,145377268,144276027,144708628.0,0.16321648351648352,0.0226932308249558,0.1947,0.1368,0.1606,0.33205164835164835,0.013736111067283471,0.3426,0.2872,0.3359,-2771113.791208791,244077.68516703942,-2203179,-3404747,-2773750.0,51.0,0.0,51.0,51.0,51.0,0.48,0.0,0.48,0.48,0.48,3640.6923076923076,7.004272200580421,3647,3633,3647.0,71.99879120879122,0.27646110903840426,73.62,71.42,71.97,15.739450549450549,0.7443914182999319,21.01,14.63,15.7,12.187912087912087,0.7331265109614308,13.34,6.57,12.28,13.856775824175823,0.30319309298078934,14.507,13.1613,13.8532,0.0,0.0,0,0,0.0,0.000945098901098901,0.0003617059288963605,0.003743,0.000433,0.0009,1920000.0,0.0,1920000,1920000,1920000.0,6.380000000000001,0.05790000000000001
71,kitchen,1.0,145492834.2197802,299304.5612594145,146186795,145043696,145414080.0,0.17077252747252747,0.009438173857432687,0.1889,0.1531,0.1724,0.34005274725274726,0.0017079123487359048,0.3427,0.3365,0.3398,-2650671.659340659,222537.06969892146,-2222589,-3090164,-2636051.0,52.0,0.0,52.0,52.0,52.0,0.47,0.0,0.47,0.47,0.47,3644.6813186813188,7.686755016663804,3659,3640,3640.0,72.00153846153846,0.4367428001745115,72.99,71.22,72.01,15.742307692307692,0.8369270204783918,21.14,14.52,15.67,12.144615384615385,0.7057672069651225,13.21,7.44,12.14,13.944498901098902,0.546962523090427,15.2313,12.6952,13.9941,0.0,0.0,0,0,0.0,0.0010262527472527472,0.0003658985771253677,0.003675,0.000497,0.000973,1920000.0,0.0,1920000,1920000,1920000.0,6.620000000000001,0.0358
72,kitchen,1.0,145545084.56043956,309477.4251665801,146135900,144965414,145485500.0,0.15686703296703297,0.008432609388493047,0.1725,0.1452,0.1556,0.3452142857142857,0.004391647917191355,0.3537,0.3393,0.3428,-2673494.010989011,235886.36722868143,-2318172,-3609098,-2596133.0,52.0,0.0,52.0,52.0,52.0,0.46,0.0,0.46,0.46,0.46,3621.098901098901,15.731818391085413,3648,3612,3612.0,71.9289010989011,0.9712620089913377,73.03,63.48,72.04,16.005714285714287,1.475219865238281,26.3,14.29,15.75,12.075604395604397,0.9490278169336223,13.17,5.56,12.25,13.884153846153847,0.5238817424461134,14.8827,12.2618,13.8787,0.0,0.0,0,0,0.0,0.0011337912087912088,0.0005976365955715064,0.004651,0.000424,0.001009,1920000.0,0.0,1920000,1920000,1920000.0,12.010000000000002,0.02729999999999999
73,kitchen,2.0,145560499.30769232,333161.26194896275,146312517,144974532,145495560.0,0.15377802197802198,0.006165870258443331,0.1645,0.1437,0.1524,0.2816714285714286,0.01294806107933871,0.311,0.2651,0.2799,-2609687.2747252746,217247.86480838296,-2161796,-3102982,-2613712.0,50.54945054945055,0.5003051571843442,51.0,50.0,51.0,0.46,0.0,0.46,0.46,0.46,3644.901098901099,1.0006103143687142,3646,3644,3644.0,72.00934065934067,0.44548550842573703,73.52,71.27,72.01,15.666263736263737,0.8440190207857333,21.52,14.32,15.64,12.143186813186812,0.8180734538072827,13.17,6.5,12.22,13.893937362637363,0.580535126059158,15.4436,12.868,13.8345,0.0,0.0,0,0,0.0,0.0010065054945054945,0.00039758564063122504,0.004032,0.000463,0.000995,1920000.0,0.0,1920000,1920000,1920000.0,7.199999999999999,0.020800000000000013
74,kitchen,2.0,145441390.07692307,319923.0838233448,146024336,144854184,145377124.0,0.15729120879120878,0.010447281925634993,0.1703,0.141,0.1575,0.29194615384615386,0.015589051055805579,0.3151,0.2683,0.293,-2581150.2747252746,190888.58074518916,-2249323,-3100784,-2526185.0,51.0,0.0,51.0,51.0,51.0,0.45,0.0,0.45,0.45,0.45,3649.967032967033,16.852596601414366,3658,3615,3658.0,72.02065934065934,0.4030599685125502,73.16,71.19,71.99,15.82956043956044,0.8712391074886282,22.13,14.13,15.8,12.131648351648352,0.8959467540432219,13.33,6.3,12.27,13.909156043956044,0.53098340175121,15.0458,12.8997,13.8713,0.0,0.0,0,0,0.0,0.0010567032967032967,0.00043099787301629063,0.00429,0.000358,0.001023,1920000.0,0.0,1920000,1920000,1920000.0,7.999999999999998,0.02930000000000002
